"";"mean";"sd";"bias";"cp"
"1";-0,999999999999982;0;-50,0000000000009;0
"2";-1;0;-49,9999999999999;0
"3";-0,999999999999998;0;-50,0000000000001;0
"4";-0,999999999999998;0;-50,0000000000001;0
"5";-0,999999999999971;2,40882498517281e-14;-50,0000000000014;0
"6";-0,99999999999999;0;-50,0000000000005;0
"7";-0,999999999999999;5,04944352793424e-16;-50;0
"8";-1;6,36438071452226e-17;-50;0
"9";-0,999999999999995;3,2374688463602e-15;-50,0000000000002;0
"10";-1;0;-50;0
"11";-0,999999999999993;0;-50,0000000000004;0
"12";-0,999999999999978;0;-50,0000000000011;0
"13";-1;0;-50;0
"14";-1;0;-50;0
"15";-0,999999999999983;1,8599280380384e-16;-50,0000000000009;0
"16";-1;0;-50;0
"17";-0,999999999999941;8,57185453500003e-16;-50,000000000003;0
"18";-0,999999999999998;1,01927585812974e-15;-50,0000000000001;0
"19";-1;0;-50;0
"20";-0,999999999999998;0;-50,0000000000001;0
"21";-1;0;-49,9999999999998;0
"22";-1;0;-49,9999999999999;0
"23";-1;0;-49,9999999999998;0
"24";-0,999999999999987;0;-50,0000000000006;0
"25";-0,999999999999998;1,03484534305017e-15;-50,0000000000001;0
"26";-1;0;-50;0
"27";-1,00000000000004;0;-49,9999999999982;0
"28";-0,999999999999999;1,06477026334079e-15;-50;0
"29";-1;6,00561115048745e-17;-50;0
"30";-0,999999999999997;6,10679261543928e-16;-50,0000000000002;0
"31";-0,99999999999993;3,55205036212377e-16;-50,0000000000035;0
"32";-1;1,62591203429553e-16;-50;0
"33";-0,999999999999995;0;-50,0000000000002;0
"34";-1;0;-50;0
"35";-0,999999999999998;1,2423257545943e-15;-50,0000000000001;0
"36";-0,999999999999998;6,80711968006583e-16;-50,0000000000001;0
"37";-0,999999999999993;0;-50,0000000000003;0
"38";-1,00000000000001;0;-49,9999999999996;0
"39";-1;0;-49,9999999999999;0
"40";-0,99999999999998;0;-50,000000000001;0
"41";-0,999999999999995;8,31959760527344e-16;-50,0000000000002;0
"42";-0,999999999999995;0;-50,0000000000003;0
"43";-1;0;-49,9999999999999;0
"44";-0,999999999999998;0;-50,0000000000001;0
"45";-1;1,40217476542292e-16;-50;0
"46";-0,999999999999997;0;-50,0000000000002;0
"47";-1;0;-50;0
"48";-1;0;-50;0
"49";-0,999999999999999;0;-50;0
"50";-0,999999999999999;0;-50;0
"51";-0,999999999999998;0;-50,0000000000001;0
"52";-0,999999999999999;0;-50,0000000000001;0
"53";-0,999999999999998;1,25671314758088e-15;-50,0000000000001;0
"54";-1;0;-50;0
"55";-0,999999999999999;0;-50,0000000000001;0
"56";-1;0;-49,9999999999999;0
"57";-1;0;-50;0
"58";-1;0;-49,9999999999999;0
"59";-0,999999999999998;8,99511323201652e-16;-50,0000000000001;0
"60";-0,999999999999995;0;-50,0000000000002;0
"61";-0,999999999999999;1,1353676105067e-15;-50;0
"62";-1;0;-49,9999999999999;0
"63";-0,999999999999987;0;-50,0000000000007;0
"64";-0,999999999999999;0;-50,0000000000001;0
"65";-0,999999999999998;0;-50,0000000000001;0
"66";-0,999999999999983;0;-50,0000000000008;0
"67";-0,999999999999996;2,73887079028559e-16;-50,0000000000002;0
"68";-0,999999999999998;0;-50,0000000000001;0
"69";-0,999999999999999;0;-50;0
"70";-0,99999999999999;0;-50,0000000000005;0
"71";-0,999999999999995;1,61523996434086e-15;-50,0000000000003;0
"72";-0,999999999999999;0;-50,0000000000001;0
"73";-0,999999999999985;0;-50,0000000000008;0
"74";-1;0;-50;0
"75";-0,999999999999998;0;-50,0000000000001;0
"76";-1;0;-49,9999999999999;0
"77";-0,999999999999989;0;-50,0000000000006;0
"78";-0,999999999999993;1,48239767000882e-16;-50,0000000000004;0
"79";-0,999999999999996;0;-50,0000000000002;0
"80";-1;0;-50;0
"81";-0,999999999999991;0;-50,0000000000005;0
"82";-1,00000000000001;0;-49,9999999999993;0
"83";-0,999999999999999;1,41710982503946e-15;-50;0
"84";-1,00000000000001;0;-49,9999999999994;0
"85";-0,999999999999995;3,40657175729387e-15;-50,0000000000002;0
"86";-0,999999999999985;0;-50,0000000000007;0
"87";-1;0;-50;0
"88";-0,999999999999989;1,88893473800111e-14;-50,0000000000006;0
"89";-1;0;-49,9999999999999;0
"90";-1;0;-50;0
"91";-1,00000000000002;0;-49,9999999999992;0
"92";-0,999999999999994;2,08804660978593e-15;-50,0000000000003;0
"93";-0,999999999999989;3,2867355033349e-15;-50,0000000000005;0
"94";-0,999999999999999;3,73469227930153e-17;-50;0
"95";-0,999999999999997;0;-50,0000000000001;0
"96";-0,999999999999999;0;-50,0000000000001;0
"97";-0,999999999999999;7,5131109110442e-16;-50,0000000000001;0
"98";-1;4,03028168050061e-16;-50;0
"99";-1;0;-50;0
"100";-0,999999999999991;0;-50,0000000000005;0
"101";-0,999999999999997;0;-50,0000000000001;0
"102";-1;0;-50;0
"103";-0,999999999999994;1,93361174688342e-15;-50,0000000000003;0
"104";-0,999999999999986;5,89469358251388e-15;-50,0000000000007;0
"105";-1;0;-49,9999999999999;0
"106";-1;0;-50;0
"107";-1;0;-50;0
"108";-1;0;-50;0
"109";-0,999999999999956;2,2034300329416e-14;-50,0000000000022;0
"110";-1;0;-50;0
"111";-0,999999999999998;0;-50,0000000000001;0
"112";-0,999999999999994;4,20930746196054e-16;-50,0000000000003;0
"113";-0,999999999999999;1,32059782971148e-15;-50,0000000000001;0
"114";-0,999999999999989;1,09957335397685e-15;-50,0000000000005;0
"115";-1,00000000000001;0;-49,9999999999996;0
"116";-1;1,16600626314381e-16;-49,9999999999999;0
"117";-1;0;-50;0
"118";-0,999999999999999;1,85332803727309e-15;-50,0000000000001;0
"119";-0,999999999999999;1,1464053070915e-15;-50,0000000000001;0
"120";-1;1,40418289357745e-16;-50;0
"121";-1,00000000000001;0;-49,9999999999995;0
"122";-0,99999999999999;1,58164116703152e-15;-50,0000000000005;0
"123";-0,999999999999987;9,34545071650109e-15;-50,0000000000006;0
"124";-0,999999999999994;0;-50,0000000000003;0
"125";-0,999999999999998;0;-50,0000000000001;0
"126";-0,99999999999998;8,3150538991473e-15;-50,000000000001;0
"127";-0,999999999999997;1,63758921148383e-15;-50,0000000000001;0
"128";-1;0;-50;0
"129";-0,99999999999999;2,98392738071191e-15;-50,0000000000005;0
"130";-1,00000000000001;0;-49,9999999999997;0
"131";-0,999999999999991;2,53802408975567e-15;-50,0000000000005;0
"132";-0,999999999999994;2,14733488512276e-15;-50,0000000000003;0
"133";-0,999999999999996;0;-50,0000000000002;0
"134";-1;0;-50;0
"135";-1;2,20421738594089e-14;-50;0
"136";-1;0;-50;0
"137";-1;0;-50;0
"138";-1;0;-50;0
"139";-1,00000000000004;0;-49,999999999998;0
"140";-1;0;-50;0
"141";-1;0;-50;0
"142";-0,999999999999995;0;-50,0000000000003;0
"143";-0,999999999999998;4,06678124888019e-15;-50,0000000000001;0
"144";-1;0;-49,9999999999998;0
"145";-0,999999999999999;7,52824986481495e-16;-50,0000000000001;0
"146";-0,999999999999998;0;-50,0000000000001;0
